Date,Miles,Week Helper,Week (Monday),Month,Year
3/18/2025,5.01,3/17/2025 14:40:26,3/17/2025,Mar,2025
3/19/2025,7.00,3/17/2025 13:30:18,3/17/2025,Mar,2025
3/22/2025,6.01,3/17/2025 11:31:49,3/17/2025,Mar,2025
3/23/2025,10.00,3/17/2025 11:52:14,3/17/2025,Mar,2025
3/25/2025,3.01,3/24/2025 10:28:16,3/24/2025,Mar,2025
3/26/2025,4.01,3/24/2025 14:22:38,3/24/2025,Mar,2025
3/27/2025,5.01,3/24/2025 11:22:14,3/24/2025,Mar,2025
3/28/2025,3.01,3/24/2025 14:29:49,3/24/2025,Mar,2025
3/29/2025,6.00,3/24/2025 11:42:17,3/24/2025,Mar,2025
3/31/2025,5.01,3/31/2025 14:13:30,3/31/2025,Mar,2025
4/1/2025,6.01,3/31/2025 10:49:21,3/31/2025,Apr,2025
4/3/2025,7.00,3/31/2025 10:23:12,3/31/2025,Apr,2025
4/4/2025,6.01,3/31/2025 14:40:02,3/31/2025,Apr,2025
4/5/2025,10.00,3/31/2025 12:21:35,3/31/2025,Apr,2025
4/7/2025,5.04,4/7/2025 11:49:56,4/7/2025,Apr,2025
4/8/2025,6.01,4/7/2025 14:34:59,4/7/2025,Apr,2025
4/10/2025,6.01,4/7/2025 8:52:57,4/7/2025,Apr,2025
4/11/2025,7.01,4/7/2025 9:04:55,4/7/2025,Apr,2025
4/13/2025,10.00,4/7/2025 10:00:24,4/7/2025,Apr,2025
4/15/2025,5.01,4/14/2025 8:23:07,4/14/2025,Apr,2025
4/17/2025,5.00,4/14/2025 11:17:19,4/14/2025,Apr,2025
4/18/2025,6.00,4/14/2025 10:46:00,4/14/2025,Apr,2025
4/19/2025,4.01,4/14/2025 7:51:59,4/14/2025,Apr,2025
4/22/2025,6.00,4/21/2025 13:38:37,4/21/2025,Apr,2025
4/23/2025,6.00,4/21/2025 14:27:43,4/21/2025,Apr,2025
4/24/2025,4.00,4/21/2025 9:49:50,4/21/2025,Apr,2025
4/25/2025,3.01,4/21/2025 14:43:05,4/21/2025,Apr,2025
4/27/2025,4.01,4/21/2025 11:55:02,4/21/2025,Apr,2025
5/1/2025,2.01,4/28/2025 11:20:55,4/28/2025,May,2025
5/3/2025,3.18,4/28/2025 8:04:41,4/28/2025,May,2025
5/7/2025,4.01,5/5/2025 14:20:46,5/5/2025,May,2025
5/8/2025,4.00,5/5/2025 10:01:59,5/5/2025,May,2025
5/9/2025,5.01,5/5/2025 14:32:47,5/5/2025,May,2025
5/10/2025,6.00,5/5/2025 11:43:55,5/5/2025,May,2025
5/20/2025,3.01,5/19/2025 11:45:46,5/19/2025,May,2025
5/30/2025,2.01,5/26/2025 11:11:31,5/26/2025,May,2025
5/31/2025,4.00,5/26/2025 10:39:28,5/26/2025,May,2025
6/2/2025,5.01,6/2/2025 11:34:39,6/2/2025,Jun,2025
6/3/2025,5.00,6/2/2025 15:12:58,6/2/2025,Jun,2025
6/4/2025,6.01,6/2/2025 9:36:33,6/2/2025,Jun,2025
6/6/2025,3.01,6/2/2025 12:28:36,6/2/2025,Jun,2025
6/8/2025,4.00,6/2/2025 7:19:32,6/2/2025,Jun,2025
6/10/2025,5.00,6/9/2025 14:22:05,6/9/2025,Jun,2025
6/11/2025,6.00,6/9/2025 10:52:32,6/9/2025,Jun,2025
6/12/2025,3.06,6/9/2025 10:07:05,6/9/2025,Jun,2025
6/14/2025,6.41,6/9/2025 7:54:41,6/9/2025,Jun,2025
6/17/2025,3.01,6/16/2025 9:08:21,6/16/2025,Jun,2025
6/18/2025,3.00,6/16/2025 14:59:02,6/16/2025,Jun,2025
6/20/2025,2.01,6/16/2025 7:20:18,6/16/2025,Jun,2025
6/21/2025,3.01,6/16/2025 7:32:31,6/16/2025,Jun,2025
6/22/2025,3.01,6/16/2025 6:53:42,6/16/2025,Jun,2025
6/24/2025,4.00,6/23/2025 6:11:25,6/23/2025,Jun,2025
6/25/2025,3.01,6/23/2025 7:00:43,6/23/2025,Jun,2025
6/27/2025,4.01,6/23/2025 12:07:22,6/23/2025,Jun,2025
6/29/2025,4.09,6/23/2025 8:26:24,6/23/2025,Jun,2025
7/1/2025,3.00,6/30/2025 11:26:03,6/30/2025,Jul,2025
7/4/2025,4.02,6/30/2025 8:32:12,6/30/2025,Jul,2025
7/6/2025,3.01,6/30/2025 8:08:37,6/30/2025,Jul,2025
7/8/2025,3.01,7/7/2025 10:50:45,7/7/2025,Jul,2025
7/9/2025,2.01,7/7/2025 9:54:20,7/7/2025,Jul,2025
7/11/2025,3.00,7/7/2025 10:55:20,7/7/2025,Jul,2025
7/14/2025,3.01,7/14/2025 11:22:15,7/14/2025,Jul,2025
7/15/2025,3.03,7/14/2025 11:34:10,7/14/2025,Jul,2025
7/17/2025,4.36,7/14/2025 11:26:04,7/14/2025,Jul,2025
7/18/2025,4.34,7/14/2025 15:32:50,7/14/2025,Jul,2025
7/20/2025,6.01,7/14/2025 7:51:42,7/14/2025,Jul,2025
7/22/2025,4.01,7/21/2025 11:33:50,7/21/2025,Jul,2025
7/23/2025,4.37,7/21/2025 10:18:35,7/21/2025,Jul,2025
7/25/2025,4.30,7/21/2025 10:00:26,7/21/2025,Jul,2025
7/26/2025,5.37,7/21/2025 10:41:25,7/21/2025,Jul,2025
7/27/2025,5.28,7/21/2025 11:15:42,7/21/2025,Jul,2025
7/29/2025,5.32,7/28/2025 11:04:56,7/28/2025,Jul,2025
7/30/2025,5.37,7/28/2025 11:11:47,7/28/2025,Jul,2025
8/1/2025,6.24,7/28/2025 11:13:55,7/28/2025,Aug,2025
8/2/2025,6.23,7/28/2025 11:59:29,7/28/2025,Aug,2025
8/3/2025,3.01,7/28/2025 8:45:08,7/28/2025,Aug,2025
8/5/2025,3.01,8/4/2025 13:56:55,8/4/2025,Aug,2025
8/6/2025,4.01,8/4/2025 11:27:56,8/4/2025,Aug,2025
8/9/2025,5.00,8/4/2025 9:24:13,8/4/2025,Aug,2025
8/11/2025,5.01,8/11/2025 10:18:52,8/11/2025,Aug,2025
8/12/2025,6.01,8/11/2025 10:40:54,8/11/2025,Aug,2025
8/14/2025,6.00,8/11/2025 11:10:22,8/11/2025,Aug,2025
8/15/2025,5.01,8/11/2025 10:51:59,8/11/2025,Aug,2025
8/16/2025,7.01,8/11/2025 11:41:30,8/11/2025,Aug,2025
8/18/2025,8.00,8/18/2025 11:25:57,8/18/2025,Aug,2025
8/19/2025,3.00,8/18/2025 12:23:55,8/18/2025,Aug,2025
8/20/2025,6.01,8/18/2025 14:49:28,8/18/2025,Aug,2025
8/21/2025,4.01,8/18/2025 11:44:30,8/18/2025,Aug,2025
8/22/2025,3.00,8/18/2025 11:06:16,8/18/2025,Aug,2025
8/23/2025,6.37,8/18/2025 7:32:11,8/18/2025,Aug,2025
8/25/2025,5.01,8/25/2025 11:00:54,8/25/2025,Aug,2025
8/26/2025,4.01,8/25/2025 15:15:59,8/25/2025,Aug,2025
8/27/2025,6.00,8/25/2025 11:46:14,8/25/2025,Aug,2025
8/28/2025,4.01,8/25/2025 15:01:26,8/25/2025,Aug,2025
8/29/2025,9.01,8/25/2025 11:11:40,8/25/2025,Aug,2025
8/31/2025,5.01,8/25/2025 7:45:28,8/25/2025,Aug,2025
9/1/2025,4.01,9/1/2025 7:53:55,9/1/2025,Sep,2025
9/2/2025,7.04,9/1/2025 8:33:55,9/1/2025,Sep,2025
9/4/2025,5.01,9/1/2025 11:19:21,9/1/2025,Sep,2025
9/5/2025,4.01,9/1/2025 10:44:17,9/1/2025,Sep,2025
9/7/2025,1.01,9/1/2025 8:25:07,9/1/2025,Sep,2025
9/9/2025,4.01,9/8/2025 13:38:33,9/8/2025,Sep,2025
9/10/2025,6.01,9/8/2025 12:38:13,9/8/2025,Sep,2025
9/11/2025,7.01,9/8/2025 8:54:09,9/8/2025,Sep,2025
9/12/2025,5.01,9/8/2025 9:06:02,9/8/2025,Sep,2025
9/13/2025,3.01,9/8/2025 7:25:42,9/8/2025,Sep,2025
9/14/2025,10.10,9/8/2025 8:25:03,9/8/2025,Sep,2025
9/16/2025,6.01,9/15/2025 11:29:34,9/15/2025,Sep,2025
9/17/2025,7.00,9/15/2025 14:56:44,9/15/2025,Sep,2025
9/18/2025,4.00,9/15/2025 11:22:11,9/15/2025,Sep,2025
9/19/2025,6.21,9/15/2025 14:51:29,9/15/2025,Sep,2025
9/20/2025,3.01,9/15/2025 8:26:16,9/15/2025,Sep,2025
9/21/2025,12.00,9/15/2025 10:01:04,9/15/2025,Sep,2025
9/25/2025,5.01,9/22/2025 10:24:20,9/22/2025,Sep,2025
9/26/2025,6.01,9/22/2025 10:54:05,9/22/2025,Sep,2025
9/27/2025,5.00,9/22/2025 9:55:19,9/22/2025,Sep,2025
9/28/2025,6.00,9/22/2025 9:41:35,9/22/2025,Sep,2025
9/30/2025,3.00,9/29/2025 9:41:14,9/29/2025,Sep,2025
9/30/2025,1.00,9/29/2025 10:17:48,9/29/2025,Sep,2025
10/2/2025,5.01,9/29/2025 11:03:21,9/29/2025,Oct,2025
10/3/2025,4.01,9/29/2025 11:15:40,9/29/2025,Oct,2025
10/4/2025,3.11,9/29/2025 11:07:57,9/29/2025,Oct,2025
10/5/2025,3.11,9/29/2025 9:00:53,9/29/2025,Oct,2025
10/9/2025,4.01,10/6/2025 14:33:01,10/6/2025,Oct,2025
10/10/2025,6.00,10/6/2025 11:04:30,10/6/2025,Oct,2025
10/11/2025,1.46,10/6/2025 10:38:19,10/6/2025,Oct,2025
10/14/2025,6.00,10/13/2025 11:23:54,10/13/2025,Oct,2025
10/15/2025,6.02,10/13/2025 10:21:10,10/13/2025,Oct,2025
10/16/2025,6.02,10/13/2025 14:40:48,10/13/2025,Oct,2025
10/17/2025,6.04,10/13/2025 11:06:42,10/13/2025,Oct,2025
10/18/2025,5.03,10/13/2025 11:27:36,10/13/2025,Oct,2025
10/19/2025,13.15,10/13/2025 11:54:53,10/13/2025,Oct,2025
10/21/2025,6.01,10/20/2025 10:59:46,10/20/2025,Oct,2025
10/22/2025,6.01,10/20/2025 15:00:00,10/20/2025,Oct,2025
10/23/2025,9.01,10/20/2025 11:34:59,10/20/2025,Oct,2025
10/24/2025,4.02,10/20/2025 9:57:44,10/20/2025,Oct,2025
10/25/2025,6.02,10/20/2025 11:40:28,10/20/2025,Oct,2025
10/26/2025,14.01,10/20/2025 11:20:24,10/20/2025,Oct,2025
10/28/2025,5.37,10/27/2025 12:35:49,10/27/2025,Oct,2025
10/31/2025,8.01,10/27/2025 12:00:47,10/27/2025,Oct,2025
11/1/2025,3.01,10/27/2025 9:44:09,10/27/2025,Nov,2025
11/2/2025,8.00,10/27/2025 12:19:08,10/27/2025,Nov,2025
11/3/2025,6.00,11/3/2025 11:32:23,11/3/2025,Nov,2025
11/4/2025,6.01,11/3/2025 12:56:32,11/3/2025,Nov,2025
11/5/2025,10.02,11/3/2025 10:58:30,11/3/2025,Nov,2025
11/6/2025,5.01,11/3/2025 15:18:18,11/3/2025,Nov,2025
11/7/2025,6.09,11/3/2025 10:51:08,11/3/2025,Nov,2025
11/8/2025,15.01,11/3/2025 11:19:43,11/3/2025,Nov,2025
11/13/2025,8.01,11/10/2025 8:53:38,11/10/2025,Nov,2025
11/14/2025,9.01,11/10/2025 9:09:55,11/10/2025,Nov,2025
11/16/2025,16.01,11/10/2025 11:51:13,11/10/2025,Nov,2025
11/18/2025,5.01,11/17/2025 14:54:21,11/17/2025,Nov,2025
11/19/2025,4.04,11/17/2025 11:03:47,11/17/2025,Nov,2025
11/20/2025,5.01,11/17/2025 14:45:48,11/17/2025,Nov,2025
11/21/2025,4.02,11/17/2025 11:16:45,11/17/2025,Nov,2025
11/23/2025,4.07,11/17/2025 8:00:31,11/17/2025,Nov,2025
11/25/2025,3.01,11/24/2025 11:38:57,11/24/2025,Nov,2025
11/27/2025,3.11,11/24/2025 9:35:24,11/24/2025,Nov,2025
12/1/2025,6.02,12/1/2025 11:17:46,12/1/2025,Dec,2025
12/2/2025,5.72,12/1/2025 14:51:45,12/1/2025,Dec,2025
12/3/2025,10.01,12/1/2025 11:26:07,12/1/2025,Dec,2025
12/4/2025,7.01,12/1/2025 14:36:31,12/1/2025,Dec,2025
12/5/2025,6.34,12/1/2025 12:02:19,12/1/2025,Dec,2025
12/6/2025,15.01,12/1/2025 11:56:41,12/1/2025,Dec,2025
12/8/2025,1.00,12/8/2025 7:50:07,12/8/2025,Dec,2025
12/9/2025,5.54,12/8/2025 8:00:01,12/8/2025,Dec,2025
12/10/2025,5.76,12/8/2025 7:58:33,12/8/2025,Dec,2025
12/13/2025,5.63,12/8/2025 7:36:49,12/8/2025,Dec,2025
12/15/2025,7.55,12/15/2025 11:48:30,12/15/2025,Dec,2025
12/16/2025,8.01,12/15/2025 11:20:41,12/15/2025,Dec,2025
12/17/2025,7.01,12/15/2025 11:23:10,12/15/2025,Dec,2025
12/18/2025,8.03,12/15/2025 11:05:45,12/15/2025,Dec,2025
12/20/2025,9.02,12/15/2025 13:10:20,12/15/2025,Dec,2025
12/21/2025,12.02,12/15/2025 11:44:43,12/15/2025,Dec,2025
12/22/2025,8.02,12/22/2025 12:29:59,12/22/2025,Dec,2025
12/23/2025,7.01,12/22/2025 11:30:38,12/22/2025,Dec,2025
12/24/2025,13.15,12/22/2025 10:56:25,12/22/2025,Dec,2025
12/26/2025,9.02,12/22/2025 11:57:34,12/22/2025,Dec,2025
12/29/2025,7.11,12/29/2025 11:20:40,12/29/2025,Dec,2025
12/30/2025,12.03,12/29/2025 11:32:36,12/29/2025,Dec,2025
1/1/2026,7.00,12/29/2025 13:20:11,12/29/2025,Jan,2026
1/2/2026,8.02,12/29/2025 11:02:40,12/29/2025,Jan,2026
1/3/2026,9.02,12/29/2025 11:32:58,12/29/2025,Jan,2026
1/4/2026,13.12,12/29/2025 11:54:22,12/29/2025,Jan,2026
1/6/2026,8.02,1/5/2026 11:10:43,1/5/2026,Jan,2026
1/7/2026,9.02,1/5/2026 11:15:54,1/5/2026,Jan,2026
1/8/2026,11.02,1/5/2026 11:19:44,1/5/2026,Jan,2026
1/9/2026,8.01,1/5/2026 11:17:48,1/5/2026,Jan,2026
1/10/2026,8.01,1/5/2026 10:21:09,1/5/2026,Jan,2026
1/11/2026,14.02,1/5/2026 11:09:25,1/5/2026,Jan,2026
1/13/2026,6.01,1/12/2026 11:00:35,1/12/2026,Jan,2026
1/14/2026,7.01,1/12/2026 15:04:14,1/12/2026,Jan,2026
1/15/2026,8.01,1/12/2026 11:47:46,1/12/2026,Jan,2026
1/16/2026,7.02,1/12/2026 11:04:07,1/12/2026,Jan,2026
1/19/2026,7.01,1/19/2026 11:08:33,1/19/2026,Jan,2026
1/20/2026,9.00,1/19/2026 11:27:26,1/19/2026,Jan,2026
1/21/2026,8.00,1/19/2026 11:16:14,1/19/2026,Jan,2026
1/22/2026,9.00,1/19/2026 11:19:59,1/19/2026,Jan,2026
1/23/2026,8.03,1/19/2026 11:54:51,1/19/2026,Jan,2026
1/24/2026,14.03,1/19/2026 11:31:07,1/19/2026,Jan,2026
1/27/2026,9.03,1/26/2026 11:34:15,1/26/2026,Jan,2026
1/28/2026,11.02,1/26/2026 11:31:18,1/26/2026,Jan,2026
1/29/2026,8.02,1/26/2026 14:55:15,1/26/2026,Jan,2026
1/30/2026,9.04,1/26/2026 11:19:20,1/26/2026,Jan,2026
1/31/2026,15.05,1/26/2026 11:44:20,1/26/2026,Jan,2026
2/2/2026,9.03,2/2/2026 11:28:11,2/2/2026,Feb,2026
2/3/2026,10.03,2/2/2026 11:23:40,2/2/2026,Feb,2026
2/4/2026,14.02,2/2/2026 11:25:34,2/2/2026,Feb,2026
2/9/2026,7.01,2/9/2026 12:26:06,2/9/2026,Feb,2026
2/10/2026,9.01,2/9/2026 10:28:13,2/9/2026,Feb,2026
2/11/2026,11.05,2/9/2026 11:38:07,2/9/2026,Feb,2026
2/12/2026,6.42,2/9/2026 14:57:58,2/9/2026,Feb,2026
2/13/2026,8.08,2/9/2026 11:38:30,2/9/2026,Feb,2026
2/14/2026,16.01,2/9/2026 10:36:03,2/9/2026,Feb,2026
2/16/2026,6.00,2/16/2026 9:26:53,2/16/2026,Feb,2026
2/17/2026,10.01,2/16/2026 9:27:34,2/16/2026,Feb,2026
2/19/2026,12.01,2/16/2026 11:47:20,2/16/2026,Feb,2026
2/20/2026,8.01,2/16/2026 14:53:45,2/16/2026,Feb,2026
2/21/2026,2.00,2/16/2026 12:20:07,2/16/2026,Feb,2026
2/26/2026,7.01,2/23/2026 11:42:58,2/23/2026,Feb,2026
2/27/2026,9.01,2/23/2026 11:41:28,2/23/2026,Feb,2026
2/28/2026,12.01,2/23/2026 11:12:18,2/23/2026,Feb,2026
3/2/2026,10.01,3/2/2026 11:06:43,3/2/2026,Mar,2026
3/3/2026,7.12,3/2/2026 11:15:53,3/2/2026,Mar,2026
3/4/2026,9.03,3/2/2026 11:31:49,3/2/2026,Mar,2026
3/6/2026,12.02,3/2/2026 12:38:21,3/2/2026,Mar,2026
3/7/2026,7.01,3/2/2026 11:31:21,3/2/2026,Mar,2026
3/8/2026,17.01,3/2/2026 13:23:33,3/2/2026,Mar,2026
3/10/2026,8.01,3/9/2026 11:58:46,3/9/2026,Mar,2026
3/11/2026,10.01,3/9/2026 11:29:59,3/9/2026,Mar,2026
3/12/2026,8.00,3/9/2026 11:58:36,3/9/2026,Mar,2026
3/13/2026,9.02,3/9/2026 10:59:15,3/9/2026,Mar,2026
3/14/2026,8.01,3/9/2026 11:44:29,3/9/2026,Mar,2026
3/15/2026,18.02,3/9/2026 11:09:49,3/9/2026,Mar,2026
3/17/2026,7.01,3/16/2026 11:20:35,3/16/2026,Mar,2026
3/18/2026,8.01,3/16/2026 11:18:58,3/16/2026,Mar,2026
3/19/2026,7.02,3/16/2026 11:14:46,3/16/2026,Mar,2026
3/20/2026,8.01,3/16/2026 11:26:01,3/16/2026,Mar,2026
3/21/2026,10.02,3/16/2026 11:39:23,3/16/2026,Mar,2026
3/22/2026,12.02,3/16/2026 11:18:02,3/16/2026,Mar,2026
3/24/2026,8.01,3/23/2026 11:41:28,3/23/2026,Mar,2026
3/25/2026,7.02,3/23/2026 11:23:01,3/23/2026,Mar,2026
3/26/2026,5.01,3/23/2026 11:14:14,3/23/2026,Mar,2026
3/27/2026,4.01,3/23/2026 11:24:42,3/23/2026,Mar,2026
3/29/2026,3.15,3/23/2026 9:04:01,3/23/2026,Mar,2026
3/30/2026,7.01,3/30/2026 10:07:18,3/30/2026,Mar,2026
3/31/2026,8.01,3/30/2026 11:06:19,3/30/2026,Mar,2026
4/1/2026,8.01,3/30/2026 11:13:26,3/30/2026,Apr,2026
4/2/2026,12.01,3/30/2026 11:40:22,3/30/2026,Apr,2026
4/3/2026,8.01,3/30/2026 11:32:17,3/30/2026,Apr,2026
4/4/2026,10.66,3/30/2026 12:03:12,3/30/2026,Apr,2026
4/6/2026,10.01,4/6/2026 13:24:02,4/6/2026,Apr,2026
4/7/2026,8.01,4/6/2026 14:15:37,4/6/2026,Apr,2026
4/8/2026,12.01,4/6/2026 12:09:24,4/6/2026,Apr,2026
4/9/2026,10.02,4/6/2026 11:33:40,4/6/2026,Apr,2026
4/10/2026,8.01,4/6/2026 10:46:53,4/6/2026,Apr,2026
4/11/2026,18.01,4/6/2026 11:21:55,4/6/2026,Apr,2026
4/14/2026,8.01,4/13/2026 8:19:09,4/13/2026,Apr,2026
4/15/2026,9.02,4/13/2026 6:37:38,4/13/2026,Apr,2026
4/16/2026,12.01,4/13/2026 9:48:58,4/13/2026,Apr,2026
4/17/2026,7.01,4/13/2026 11:09:07,4/13/2026,Apr,2026
4/18/2026,18.01,4/13/2026 10:50:24,4/13/2026,Apr,2026
4/20/2026,12.01,4/20/2026 11:15:26,4/20/2026,Apr,2026
4/21/2026,8.02,4/20/2026 11:34:45,4/20/2026,Apr,2026
4/22/2026,11.01,4/20/2026 10:58:09,4/20/2026,Apr,2026
4/23/2026,9.01,4/20/2026 12:04:58,4/20/2026,Apr,2026
4/24/2026,15.02,4/20/2026 9:24:19,4/20/2026,Apr,2026
4/26/2026,7.68,4/20/2026 11:34:41,4/20/2026,Apr,2026
4/27/2026,1.01,4/27/2026 10:44:41,4/27/2026,Apr,2026
4/29/2026,2.00,4/27/2026 10:15:17,4/27/2026,Apr,2026
5/8/2026,9.01,5/4/2026 12:59:09,5/4/2026,May,2026
5/11/2026,12.03,5/11/2026 11:06:49,5/11/2026,May,2026
5/12/2026,9.01,5/11/2026 12:27:14,5/11/2026,May,2026
5/13/2026,8.08,5/11/2026 11:35:19,5/11/2026,May,2026
5/14/2026,8.01,5/11/2026 11:23:55,5/11/2026,May,2026
5/15/2026,8.01,5/11/2026 11:31:37,5/11/2026,May,2026
5/16/2026,9.01,5/11/2026 11:19:09,5/11/2026,May,2026
5/19/2026,8.00,5/18/2026 11:03:28,5/18/2026,May,2026
5/20/2026,8.01,5/18/2026 11:32:25,5/18/2026,May,2026
5/21/2026,8.00,5/18/2026 11:08:17,5/18/2026,May,2026
5/22/2026,8.10,5/18/2026 11:00:28,5/18/2026,May,2026
